Result 1 B2:
Index, Spine, Page
6, (6, 7), (8, 9)
7, (6, 7), (8, 9)
14, (6, 7), (8, 9)
15, (6, 7), (8, 9)
18, (4, 7), (1, 9)
19, (4, 7), (1, 9)
22, (4, 7), (1, 9)
23, (4, 7), (1, 9)
24, (4, 5), (3, 9)
25, (4, 5), (3, 9)
26, (4, 7), (1, 9)
27, (4, 7), (1, 9)
28, (4, 5), (3, 9)
29, (4, 5), (3, 9)
30, (4, 7), (1, 9)
31, (4, 7), (1, 9)
36, (3, 6), (0, 9)
37, (3, 6), (0, 9)
38, (3, 6), (0, 9)
39, (3, 6), (0, 9)
40, (3, 5), (4, 9)
41, (3, 5), (4, 9)
42, (3, 5), (4, 9)
43, (3, 5), (4, 9)
44, (3, 6), (0, 9)
45, (3, 6), (0, 9)
46, (3, 6), (0, 9)
47, (3, 6), (0, 9)
48, (3, 4), (5, 9)
49, (3, 4), (5, 9)
50, (4, 7), (1, 9)
51, (4, 7), (1, 9)
52, (3, 6), (0, 9)
53, (3, 6), (0, 9)
54, (3, 6), (0, 9)
55, (3, 6), (0, 9)
56, (4, 5), (3, 9)
57, (4, 5), (3, 9)
58, (4, 7), (1, 9)
59, (4, 7), (1, 9)
60, (3, 6), (0, 9)
61, (3, 6), (0, 9)
62, (3, 6), (0, 9)
63, (3, 6), (0, 9)
70, (6, 7), (8, 9)
71, (6, 7), (8, 9)
72, (2, 5), (8, 9)
73, (2, 5), (8, 9)
74, (2, 5), (8, 9)
75, (2, 5), (8, 9)
76, (2, 5), (8, 9)
77, (2, 5), (8, 9)
78, (2, 5), (8, 9)
79, (2, 5), (8, 9)
82, (4, 7), (1, 9)
83, (4, 7), (1, 9)
86, (4, 7), (1, 9)
87, (4, 7), (1, 9)
88, (4, 5), (3, 9)
89, (4, 5), (3, 9)
90, (4, 7), (1, 9)
91, (4, 7), (1, 9)
92, (4, 5), (3, 9)
93, (4, 5), (3, 9)
94, (4, 7), (1, 9)
95, (4, 7), (1, 9)
100, (3, 6), (0, 9)
101, (3, 6), (0, 9)
102, (3, 6), (0, 9)
103, (3, 6), (0, 9)
104, (3, 5), (4, 9)
105, (3, 5), (4, 9)
106, (3, 5), (4, 9)
107, (3, 5), (4, 9)
108, (3, 6), (0, 9)
109, (3, 6), (0, 9)
110, (3, 6), (0, 9)
111, (3, 6), (0, 9)
112, (3, 4), (5, 9)
113, (3, 4), (5, 9)
114, (4, 7), (1, 9)
115, (4, 7), (1, 9)
116, (3, 6), (0, 9)
117, (3, 6), (0, 9)
118, (3, 6), (0, 9)
119, (3, 6), (0, 9)
120, (4, 5), (3, 9)
121, (4, 5), (3, 9)
122, (4, 7), (1, 9)
123, (4, 7), (1, 9)
124, (3, 6), (0, 9)
125, (3, 6), (0, 9)
126, (3, 6), (0, 9)
127, (3, 6), (0, 9)
130, (1, 7), (4, 9)
131, (1, 7), (4, 9)
134, (1, 7), (4, 9)
135, (1, 7), (4, 9)
138, (1, 7), (4, 9)
139, (1, 7), (4, 9)
142, (1, 7), (4, 9)
143, (1, 7), (4, 9)
144, (1, 4), (7, 9)
145, (1, 4), (7, 9)
146, (4, 7), (1, 9)
147, (4, 7), (1, 9)
148, (1, 4), (7, 9)
149, (1, 4), (7, 9)
150, (4, 7), (1, 9)
151, (4, 7), (1, 9)
152, (4, 5), (3, 9)
153, (4, 5), (3, 9)
154, (4, 7), (1, 9)
155, (4, 7), (1, 9)
156, (4, 5), (3, 9)
157, (4, 5), (3, 9)
158, (4, 7), (1, 9)
159, (4, 7), (1, 9)
162, (1, 7), (4, 9)
163, (1, 7), (4, 9)
164, (3, 6), (0, 9)
165, (3, 6), (0, 9)
166, (3, 6), (0, 9)
